"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
"ZNF622"	0.00153208286172649	1.04932953161328	0.093	0.085	1	"7"	"ZNF622"
"ITGB72"	0.00155256551239017	0.927592222687869	0.243	0.13	1	"7"	"ITGB7"
"LPCAT11"	0.00158276675324751	1.42596005077809	0.129	0.049	1	"7"	"LPCAT1"
"MPP6"	0.0016383444532667	2.98280891529033	0.021	0.011	1	"7"	"MPP6"
"MRPL191"	0.00164469333040425	2.23067972013774	0.093	0.075	1	"7"	"MRPL19"
"WIBG"	0.00172889628746722	1.82762198806842	0.093	0.08	1	"7"	"WIBG"
"PPP2R3C1"	0.00180462510065443	2.22436359371367	0.1	0.074	1	"7"	"PPP2R3C"
"SLAMF71"	0.00190095228936938	1.88809025803719	0.086	0.024	1	"7"	"SLAMF7"
"SF3B42"	0.00190168539055766	1.10833979737419	0.171	0.078	1	"7"	"SF3B4"
"ZMAT51"	0.00195540461666338	1.2152550012907	0.064	0.062	1	"7"	"ZMAT5"
"MED24"	0.00196355631955539	1.16936023532005	0.036	0.028	1	"7"	"MED24"
"WIPF2"	0.0019951248753118	1.13481200873538	0.064	0.041	1	"7"	"WIPF2"
"PRDX11"	0.00208196064176449	1.02200892561377	0.379	0.29	1	"7"	"PRDX1"
"EHMT1"	0.00209832661057122	1.41396607993245	0.05	0.034	1	"7"	"EHMT1"
"MBNL2"	0.00219751018943229	1.74447495008486	0.036	0.019	1	"7"	"MBNL2"
"ARL2"	0.00225779113235829	1.85861448076929	0.107	0.114	1	"7"	"ARL2"
"AAGAB"	0.00226586388946394	2.95576966253798	0.057	0.033	1	"7"	"AAGAB"
"PXMP4"	0.00227137468343747	3.94133227931417	0.029	0.014	1	"7"	"PXMP4"
"FDX1L"	0.00230345515680068	1.24172721265189	0.036	0.021	1	"7"	"FDX1L"
"TBPL1"	0.00231585483724977	2.77961555224913	0.093	0.067	1	"7"	"TBPL1"
"CCNL2"	0.00236199155338543	0.963191713277911	0.079	0.05	1	"7"	"CCNL2"
"GHDC"	0.00245623121246095	1.26869426025216	0.036	0.02	1	"7"	"GHDC"
"RP11-94L15.2"	0.00246721576151478	1.37109811574357	0.121	0.047	1	"7"	"RP11-94L15.2"
"LINC009381"	0.00248530350702492	0.533907964145203	0.043	0.048	1	"7"	"LINC00938"
"SLC35B3"	0.00251190353998128	1.44509869718735	0.057	0.026	1	"7"	"SLC35B3"
"NDUFAF1"	0.00255065535998371	1.54540360298303	0.1	0.038	1	"7"	"NDUFAF1"
"DHRS71"	0.00270847465416267	0.72982817412046	0.429	0.297	1	"7"	"DHRS7"
"MFSD101"	0.0027213892800694	0.87231510538465	0.179	0.084	1	"7"	"MFSD10"
"MRE11A"	0.00279633117027887	2.69176013328694	0.043	0.018	1	"7"	"MRE11A"
"MFSD5"	0.00286620303146854	1.30661674339592	0.043	0.023	1	"7"	"MFSD5"
"AHSA11"	0.00292313550001233	0.774222293478914	0.214	0.111	1	"7"	"AHSA1"
"C2orf76"	0.00292583780714699	3.45229419859155	0.043	0.013	1	"7"	"C2orf76"
"PCID21"	0.00306773437613645	1.07569723393456	0.157	0.09	1	"7"	"PCID2"
"CDK2AP22"	0.00307825022292368	0.800217502011858	0.221	0.152	1	"7"	"CDK2AP2"
"DNAJB14"	0.00311306128167139	2.15242302457739	0.093	0.042	1	"7"	"DNAJB14"
"ZNF32"	0.00311963781820698	1.45990738270143	0.079	0.091	1	"7"	"ZNF32"
"ZNF468"	0.00315282166796043	2.36328919253281	0.043	0.015	1	"7"	"ZNF468"
"MIEN12"	0.00322650746196971	0.726850474320565	0.286	0.169	1	"7"	"MIEN1"
"ZNF48"	0.00322868109640876	2.6042972920366	0.05	0.009	1	"7"	"ZNF48"
"XCL12"	0.00324941391543758	1.28236919714924	0.086	0.029	1	"7"	"XCL1"
"MIB22"	0.00325554404831823	1.30343081267707	0.143	0.061	1	"7"	"MIB2"
"SRRT"	0.00333475835296186	1.35636977859302	0.093	0.044	1	"7"	"SRRT"
"TGFBR31"	0.00337119222030611	2.18925979275776	0.064	0.015	1	"7"	"TGFBR3"
"ZNF836"	0.00342210682241449	2.46679376828667	0.043	0.025	1	"7"	"ZNF836"
"GNPTAB1"	0.00352841073783536	1.41667028886083	0.114	0.043	1	"7"	"GNPTAB"
"PSMB21"	0.00361626684501224	0.781358474760542	0.3	0.202	1	"7"	"PSMB2"
"VOPP1"	0.00361771272133868	1.73995239139417	0.143	0.072	1	"7"	"VOPP1"
"HBA11"	0.00363458731595024	1.92622538692396	0.043	0.007	1	"7"	"HBA1"
"RRM2"	0.0036633903938669	3.70383296558752	0.021	0.004	1	"7"	"RRM2"
"TARSL21"	0.00368148646721143	1.99047992864326	0.05	0.037	1	"7"	"TARSL2"
"FBXO32"	0.00368421876876085	1.73995239139417	0.071	0.027	1	"7"	"FBXO32"
"SRSF21"	0.00369609053934516	0.535192643696601	0.5	0.371	1	"7"	"SRSF2"
"NAA25"	0.00374649470539883	2.26326037420153	0.036	0.014	1	"7"	"NAA25"
"PTPRN2"	0.00398541019162767	2.02879512056451	0.043	0.028	1	"7"	"PTPRN2"
"PRR5L1"	0.00420606686438504	2.1448656733993	0.05	0.01	1	"7"	"PRR5L"
"GAK"	0.0042121498424196	1.47654174483823	0.114	0.044	1	"7"	"GAK"
"TMEM251"	0.00424269106616548	2.00022596836774	0.079	0.043	1	"7"	"TMEM251"
"VPS251"	0.00430412316678561	2.25365038002771	0.071	0.076	1	"7"	"VPS25"
"YDJC"	0.00435989139202183	1.18234037881797	0.086	0.078	1	"7"	"YDJC"
"FAM120A"	0.00461989768815553	2.57544242936442	0.071	0.037	1	"7"	"FAM120A"
"DUSP24"	0.00469763375997088	0.678297873480378	0.364	0.245	1	"7"	"DUSP2"
"RBPJ"	0.00474962315604191	2.04932953161328	0.086	0.085	1	"7"	"RBPJ"
"ZNF567"	0.00484565628180676	1.23506348237088	0.021	0.022	1	"7"	"ZNF567"
"PPP2R2B1"	0.00485904217185686	2.48882007461667	0.05	0.01	1	"7"	"PPP2R2B"
"GALNT11"	0.00489821745915587	0.756300385481651	0.05	0.041	1	"7"	"GALNT11"
"HSP90B11"	0.00498862075995154	0.59493518883291	0.357	0.231	1	"7"	"HSP90B1"
"GPN1"	0.00519173589112206	0.665697836700745	0.064	0.052	1	"7"	"GPN1"
"CTNNAL1"	0.00522013217619116	4.77422229347891	0.014	0	1	"7"	"CTNNAL1"
"ARV1"	0.00524254304660665	1.63906271019728	0.093	0.032	1	"7"	"ARV1"
"TSPAN321"	0.00535671203050881	1.09574790683461	0.15	0.083	1	"7"	"TSPAN32"
"TOR1A1"	0.00544521433367493	0.941332279314172	0.15	0.07	1	"7"	"TOR1A"
"ABHD17A1"	0.00545736039274437	1.22242665669296	0.136	0.059	1	"7"	"ABHD17A"
"MEAF6"	0.0054979913899822	0.611714763599084	0.379	0.255	1	"7"	"MEAF6"
"TMEM1091"	0.00550087161106807	0.947855402895506	0.214	0.116	1	"7"	"TMEM109"
"HMGXB4"	0.00552482088729531	2.349724464951	0.071	0.05	1	"7"	"HMGXB4"
"OASL1"	0.00552838448930945	1.21197986925784	0.107	0.042	1	"7"	"OASL"
"PCNA"	0.00555011225162466	1.18206429135355	0.129	0.056	1	"7"	"PCNA"
"RSRC2"	0.00556393354320621	0.741113981666975	0.179	0.133	1	"7"	"RSRC2"
"MRPL22"	0.00561926803794787	0.532147506280766	0.129	0.121	1	"7"	"MRPL22"
"CISD33"	0.00567635588701541	0.818801803942736	0.221	0.121	1	"7"	"CISD3"
"PLGRKT1"	0.00572724513347106	1.07822848036901	0.157	0.074	1	"7"	"PLGRKT"
"RP11-47L3.1"	0.00578733014677652	1.82361032044108	0.079	0.025	1	"7"	"RP11-47L3.1"
"C2orf43"	0.00581226645101933	2.2299017772551	0.057	0.013	1	"7"	"C2orf43"
"LINC-PINT"	0.00584321467365974	1.01381778634788	0.1	0.09	1	"7"	"LINC-PINT"
"FBXO61"	0.0058730474359666	1.37109811574357	0.121	0.05	1	"7"	"FBXO6"
"DPM1"	0.00596176286896313	1.57187581434422	0.15	0.098	1	"7"	"DPM1"
"TMEM248"	0.00601183903590704	0.99211332258042	0.164	0.112	1	"7"	"TMEM248"
"CD811"	0.00622838331847033	1.30790428925638	0.121	0.05	1	"7"	"CD81"
"RORA2"	0.00626140760349896	1.55962824270287	0.15	0.114	1	"7"	"RORA"
"PPP2CA"	0.00629479388110041	1.46546958733928	0.15	0.144	1	"7"	"PPP2CA"
"GNPDA2"	0.00696740825149748	1.31479067484162	0.029	0.024	1	"7"	"GNPDA2"
"CMC12"	0.00702003730176578	1.10453711385233	0.171	0.087	1	"7"	"CMC1"
"ARPC42"	0.00703385283664383	0.546847019852701	0.4	0.299	1	"7"	"ARPC4"
"PTP4A21"	0.00707877831822124	0.826689713373049	0.236	0.228	1	"7"	"PTP4A2"
"BTN3A21"	0.00712324845637483	0.735989158747134	0.3	0.205	1	"7"	"BTN3A2"
"HDAC1"	0.00727432773151593	0.645876395788001	0.25	0.148	1	"7"	"HDAC1"
"SP1402"	0.00750105362481	1.23864781971992	0.136	0.065	1	"7"	"SP140"
"MOB2"	0.0078463746925559	2.3210496653133	0.136	0.082	1	"7"	"MOB2"
"PTGDS1"	0.00798716375587056	1.50476161848569	0.043	0.01	1	"7"	"PTGDS"
"SURF41"	0.00800172029358874	0.615268409857605	0.114	0.096	1	"7"	"SURF4"
"AHNAK2"	0.00802621596771378	1.13648276171989	0.307	0.261	1	"7"	"AHNAK"
"NDUFAF41"	0.00806709879591036	1.75792048114981	0.086	0.065	1	"7"	"NDUFAF4"
"APOBEC3H1"	0.00818128780228906	2.54540360298303	0.043	0.009	1	"7"	"APOBEC3H"
"RNGTT"	0.00827362564347261	1.92622538692396	0.064	0.018	1	"7"	"RNGTT"
"TMEM50A2"	0.00836758132107557	1.05348301372729	0.357	0.251	1	"7"	"TMEM50A"
"EXOSC9"	0.00836937165651844	1.07378257533782	0.064	0.04	1	"7"	"EXOSC9"
"IDH21"	0.0083737354539225	0.681776044714318	0.279	0.171	1	"7"	"IDH2"
"TUBG1"	0.00841262413949406	2.33127879763019	0.05	0.011	1	"7"	"TUBG1"
"UBE2A1"	0.00855751253343837	0.902737034001594	0.186	0.114	1	"7"	"UBE2A"
"NAA15"	0.00858706282245214	0.845305391540396	0.071	0.05	1	"7"	"NAA15"
"HRAS"	0.00881900062073943	1.09410255971742	0.057	0.036	1	"7"	"HRAS"
"MAGED22"	0.00887080988050233	0.580450550082233	0.121	0.105	1	"7"	"MAGED2"
"ATP1B31"	0.00887274225898574	0.578762199929464	0.257	0.155	1	"7"	"ATP1B3"
"DOK23"	0.00897966661163997	0.538425620620461	0.343	0.226	1	"7"	"DOK2"
"ADAM82"	0.0091147089116678	1.01933479131544	0.143	0.067	1	"7"	"ADAM8"
"UCHL51"	0.00913615897567258	1.46133933819456	0.1	0.04	1	"7"	"UCHL5"
"ASB6"	0.0091715368999997	2.11125728075648	0.057	0.014	1	"7"	"ASB6"
"SSNA11"	0.00925518853452434	0.699156478378042	0.307	0.208	1	"7"	"SSNA1"
"STK17A3"	0.00935403290994591	0.585560729455015	0.421	0.297	1	"7"	"STK17A"
"ALG8"	0.00946590485591176	0.604297292036602	0.021	0.023	1	"7"	"ALG8"
"STK10"	0.00948776777516383	0.557822862237101	0.136	0.123	1	"7"	"STK10"
"MRPS10"	0.00953239793887511	1.17927570418513	0.121	0.054	1	"7"	"MRPS10"
"RIPK1"	0.00986914862908398	1.47876640995274	0.057	0.027	1	"7"	"RIPK1"
"RPA1"	0.009953530913524	1.07378257533782	0.114	0.06	1	"7"	"RPA1"
"CD8B2"	2.57780388564188e-91	3.89370687140819	0.978	0.094	3.24029948425184e-87	"8"	"CD8B"
"RP11-291B21.2"	1.02346720678966e-51	5.151867513969	0.527	0.019	1.2864982789346e-47	"8"	"RP11-291B21.2"
"TMX3"	4.22275046209813e-47	2.65368877938991	0.011	0.03	5.30799733085734e-43	"8"	"TMX3"
"BCDIN3D"	4.31196817577635e-38	2.14272686011253	0.011	0.014	5.42014399695087e-34	"8"	"BCDIN3D"
"LIN52"	7.33492867656862e-37	4.24626446422094	0.011	0.01	9.22000534644676e-33	"8"	"LIN52"
"CD8A2"	1.87582853348161e-36	2.75909145997282	0.667	0.098	2.35791646658639e-32	"8"	"CD8A"
"ERCC6L2"	4.07473777172841e-35	2.26137135661115	0.011	0.013	5.12194537906261e-31	"8"	"ERCC6L2"
"ELP4"	4.63473817541784e-25	0.964389618854018	0.011	0.016	5.82586588650023e-21	"8"	"ELP4"
"RPS121"	1.36423196295247e-20	0.658409588948075	1	1	1.71483957743126e-16	"8"	"RPS12"
"NBPF12"	1.80157850246553e-20	1.26137135661115	0.011	0.013	2.26458417759917e-16	"8"	"NBPF12"
"S100B1"	2.04240693348892e-20	3.86982221025468	0.301	0.025	2.56730551539557e-16	"8"	"S100B"
"CD3D4"	2.84898414631667e-20	0.832482173722495	0.946	0.498	3.58117307192005e-16	"8"	"CD3D"
"RPS61"	8.86340467894139e-20	0.624903329138944	1	1	1.11412996814293e-15	"8"	"RPS6"
"RPL13"	1.65571772100267e-19	0.579326498415349	1	1	2.08123717530036e-15	"8"	"RPL13"
"CCR71"	4.85431220509532e-19	1.97992910881881	0.602	0.176	6.10187044180481e-15	"8"	"CCR7"
"RPS141"	2.08162032302735e-17	0.557801782901859	1	1	2.61659674604538e-13	"8"	"RPS14"
"RPL321"	1.60043907470041e-16	0.533734895310605	1	0.999	2.01175191689842e-12	"8"	"RPL32"
"RPS51"	1.66110432009786e-16	0.657339913387368	1	0.995	2.088008130363e-12	"8"	"RPS5"
"CD75"	2.46244582487362e-16	1.11589939889338	0.785	0.348	3.09529440186614e-12	"8"	"CD7"
"CARS1"	3.26479440508148e-16	2.44813986821688	0.344	0.052	4.10384656718742e-12	"8"	"CARS"
"RPL33"	3.76495153348528e-16	0.570982995703714	1	1	4.73254407759099e-12	"8"	"RPL3"
"RPL311"	6.5484089567079e-16	0.628709760956307	1	0.987	8.23135005858183e-12	"8"	"RPL31"
"RPS3A1"	1.52753671005657e-15	0.688004296062394	1	0.986	1.92011364454111e-11	"8"	"RPS3A"
"JUNB2"	1.67860801532009e-15	0.877146082163026	0.978	0.927	2.11001027525736e-11	"8"	"JUNB"
"RPL91"	1.71793788887692e-15	0.672774545751796	1	0.99	2.15944792631828e-11	"8"	"RPL9"
"RPS18"	3.6775021748797e-15	0.533134264203992	1	1	4.62262023382378e-11	"8"	"RPS18"
"RPSA1"	6.86164856042104e-15	0.678664829830361	1	0.978	8.62509224044925e-11	"8"	"RPSA"
"EEF1A1"	7.59901922020845e-15	0.503836788091998	1	0.999	9.55196715980202e-11	"8"	"EEF1A1"
"LDHB2"	1.23994940714401e-14	0.877265716884196	0.946	0.649	1.55861640478002e-10	"8"	"LDHB"
"RPL211"	6.52722069381292e-14	0.547841104955681	1	0.997	8.20471641212284e-10	"8"	"RPL21"
"EEF1B21"	8.30121302476095e-14	0.687840239077723	1	0.903	1.04346247721245e-09	"8"	"EEF1B2"
"RPS131"	1.11870658238019e-13	0.59924761567935	1	0.983	1.4062141740519e-09	"8"	"RPS13"
"RPS251"	1.40719779177022e-13	0.560067145260795	1	0.99	1.76884762425517e-09	"8"	"RPS25"
"RPS232"	4.70607760341033e-13	0.54150902933506	1	0.994	5.91553954748678e-09	"8"	"RPS23"
"RPS281"	4.74716358868507e-13	0.547855081938626	1	0.985	5.96718463097713e-09	"8"	"RPS28"
"RPL51"	8.86511914459168e-13	0.710563901901834	1	0.993	1.11434547647517e-08	"8"	"RPL5"
"RPS31"	9.00302631603431e-13	0.50093369963675	1	1	1.13168040792551e-08	"8"	"RPS3"
"SNRNP27"	1.58122900462219e-12	2.09603362466449	0.032	0.058	1.98760485881009e-08	"8"	"SNRNP27"
"RPS4X"	1.75662035862286e-12	0.500780490154557	1	0.998	2.20807179078894e-08	"8"	"RPS4X"
"RPS101"	4.45426068632525e-12	0.516398786742677	0.989	0.994	5.59900568271084e-08	"8"	"RPS10"
"LEF12"	2.75023611025948e-11	1.64140240606208	0.462	0.15	3.45704679059616e-07	"8"	"LEF1"
"RPS27A1"	3.15741295085282e-11	0.563183881048527	1	0.979	3.96886807922199e-07	"8"	"RPS27A"
"GYPC1"	5.41267095851043e-11	1.29751060660128	0.613	0.271	6.80372739484761e-07	"8"	"GYPC"
"PRKCQ-AS12"	5.43047374891537e-11	1.7458677129069	0.452	0.155	6.82610550238662e-07	"8"	"PRKCQ-AS1"
"LINC001761"	7.33621480422414e-11	2.40880172026637	0.28	0.053	9.22162200890974e-07	"8"	"LINC00176"
"NPM11"	1.66827167194317e-10	0.669866010023221	0.957	0.826	2.09701749163257e-06	"8"	"NPM1"
"RPL18"	5.00784379577303e-10	0.522861334965858	1	0.996	6.2948596512867e-06	"8"	"RPL18"
"CD3E4"	5.75634956265666e-10	1.07007702648176	0.774	0.458	7.23573140025942e-06	"8"	"CD3E"
"RPLP0"	1.38508111498565e-09	0.502523387380678	0.989	0.97	1.74104696153696e-05	"8"	"RPLP0"
"FRYL"	1.72250378438251e-09	0.701355213020224	0.022	0.032	2.16518725696882e-05	"8"	"FRYL"
"FAR11"	1.83804438566283e-09	0.783324059806506	0.022	0.025	2.31042179277818e-05	"8"	"FAR1"
"LCK4"	2.06923128506912e-09	0.871733034028271	0.667	0.342	2.60102372533189e-05	"8"	"LCK"
"ACOT13"	2.96424836996058e-09	3.52275790956346	0.032	0.027	3.72606020104045e-05	"8"	"ACOT13"
"BTG11"	3.95828273697414e-09	0.766717250411733	0.989	0.876	4.9755614003765e-05	"8"	"BTG1"
"RNF166"	1.04544986086297e-08	1.46546296120465	0.172	0.161	0.000131413047510475	"8"	"RNF166"
"ATP6AP11"	1.04757504392369e-08	1.6293691001945	0.065	0.082	0.000131680183021208	"8"	"ATP6AP1"
"TMEM1232"	1.18704851259713e-08	0.944843645811223	0.699	0.399	0.00014921199803346	"8"	"TMEM123"
"CD273"	1.54035726911205e-08	1.08288434166541	0.516	0.225	0.000193622908727385	"8"	"CD27"
"RGL42"	1.63608641519227e-08	1.85747441493751	0.323	0.102	0.000205656062389668	"8"	"RGL4"
"SMIM13"	1.84560874336163e-08	0.583299451498511	0.011	0.021	0.000231993019040557	"8"	"SMIM13"
"NOSIP2"	2.06030461402933e-08	1.22383528298163	0.688	0.404	0.000258980289983487	"8"	"NOSIP"
"CTD-2020K17.1"	2.26535879739731e-08	0.972801858670218	0.022	0.022	0.000284755600832842	"8"	"CTD-2020K17.1"
"C6orf481"	2.28287162557321e-08	1.16560415287615	0.796	0.51	0.000286956963334553	"8"	"C6orf48"
"NELL21"	2.30348092101611e-08	2.28415475225544	0.247	0.057	0.000289547551771726	"8"	"NELL2"
"RPSAP581"	2.41975696486488e-08	0.618617248459111	0.914	0.71	0.000304163450483516	"8"	"RPSAP58"
"MED27"	4.56264415243592e-08	1.71822903158462	0.022	0.025	0.000573524369961195	"8"	"MED27"
"AES3"	4.69598403655811e-08	0.765030472352836	0.763	0.463	0.000590285193395354	"8"	"AES"
"PIK3IP12"	5.59275456647823e-08	1.2471047875381	0.516	0.236	0.000703009249006314	"8"	"PIK3IP1"
"FAM172A"	9.41341005128839e-08	0.668188349085025	0.032	0.033	0.00118326564344695	"8"	"FAM172A"
"RPS4Y1"	9.48433632288646e-08	0.544426559854222	0.989	0.883	0.00119218107578683	"8"	"RPS4Y1"
"TRIP11"	1.0354024808502e-07	3.12761996772232	0.032	0.03	0.0013015009184287	"8"	"TRIP11"
"ATP6V0E21"	1.1802437606716e-07	1.74103891449271	0.28	0.077	0.0014835664071642	"8"	"ATP6V0E2"
"SLC27A5"	1.45221268247096e-07	1.13326653086346	0.022	0.019	0.001825431341866	"8"	"SLC27A5"
"LEPROTL12"	1.52679201278554e-07	1.23280220441438	0.505	0.241	0.00191917756007142	"8"	"LEPROTL1"
"ARIH2"	1.99193475364666e-07	0.815745537498883	0.054	0.053	0.00250386198533385	"8"	"ARIH2"
"DDX1"	2.02355569261604e-07	2.81430500313967	0.065	0.061	0.00254360950561837	"8"	"DDX1"
"OXNAD12"	2.54440785228937e-07	1.68293197947133	0.323	0.109	0.00319832067032774	"8"	"OXNAD1"
"AAK12"	3.19340643611084e-07	1.53753503438858	0.366	0.136	0.00401411189019132	"8"	"AAK1"
"TRABD2A2"	3.22065461933227e-07	1.6060195279986	0.29	0.088	0.00404836285650066	"8"	"TRABD2A"
"RCHY11"	4.01258819791523e-07	3.16826195221967	0.043	0.042	0.00504382336477944	"8"	"RCHY1"
"CDK19"	4.11975867821873e-07	3.13326653086346	0.022	0.018	0.00517853665852095	"8"	"CDK19"
"ACAP12"	4.67529480414423e-07	1.41062907331738	0.559	0.286	0.0058768455688093	"8"	"ACAP1"
"TMEM662"	4.98960596014192e-07	0.540609638352307	0.914	0.713	0.00627193469189839	"8"	"TMEM66"
"TMEM87B"	5.32048183965045e-07	4.45776856941465	0.022	0.016	0.00668784567244061	"8"	"TMEM87B"
"SLC2A32"	6.06483362285441e-07	0.930165448135776	0.495	0.236	0.007623495863928	"8"	"SLC2A3"
"EMC9"	7.11279666922865e-07	0.860833427027421	0.032	0.029	0.00894078541322041	"8"	"EMC9"
"MDS21"	7.42029944483136e-07	2.72477187745139	0.022	0.02	0.00932731640215302	"8"	"MDS2"
"NDFIP12"	9.00656304014657e-07	1.31588660515414	0.559	0.304	0.0113212497414642	"8"	"NDFIP1"
"TMEM911"	9.99781105437656e-07	3.04015712647198	0.032	0.031	0.0125672484953513	"8"	"TMEM91"
"ZFAND11"	1.13634858110385e-06	1.57303111604469	0.323	0.115	0.0142839016644754	"8"	"ZFAND1"
"RPL341"	1.28565024796243e-06	0.542518181593149	0.978	0.915	0.0161606236168877	"8"	"RPL34"
"C14orf641"	1.44444711078747e-06	2.09997721265319	0.172	0.05	0.0181567001825984	"8"	"C14orf64"
"ACTN12"	1.44785278431541e-06	1.58564339196681	0.226	0.066	0.0181995094988447	"8"	"ACTN1"
"COMMD6"	1.5107578211971e-06	0.535568613277178	0.817	0.561	0.0189902258124475	"8"	"COMMD6"
"TRAK1"	1.65343032653746e-06	1.37942711813286	0.022	0.016	0.0207836192045758	"8"	"TRAK1"
"RGS102"	2.30859394773237e-06	0.618944830065176	0.656	0.39	0.0290190259229959	"8"	"RGS10"
"RPL221"	2.57413063599025e-06	0.512123699471593	0.946	0.807	0.0323568220943975	"8"	"RPL22"
"EVL3"	2.58689199801309e-06	0.819829754750439	0.742	0.497	0.0325172324150246	"8"	"EVL"
"TBCK"	2.8020872132452e-06	4.11980046326302	0.022	0.014	0.0352222362704921	"8"	"TBCK"
"PDCD4-AS1"	3.60604617388203e-06	2.63576687139265	0.14	0.023	0.0453280004056971	"8"	"PDCD4-AS1"
"AKTIP1"	4.53341630537951e-06	3.08132631544839	0.161	0.056	0.0569850429586205	"8"	"AKTIP"
"TNRC6C1"	5.09649067699264e-06	1.98693218750511	0.183	0.044	0.0640628878097975	"8"	"TNRC6C"
"PRDX22"	9.03702746860498e-06	1.0247237172014	0.505	0.273	0.113595435280365	"8"	"PRDX2"
"DCP1A"	9.06233051851932e-06	1.66818834908503	0.108	0.049	0.113913494617788	"8"	"DCP1A"
"GZMM3"	9.57156405176658e-06	0.604058011665309	0.452	0.234	0.120314560130706	"8"	"GZMM"
"DDX39B"	1.03415414773878e-05	1.32260898613302	0.075	0.046	0.129993176370764	"8"	"DDX39B"
"PADI42"	1.05922281539145e-05	2.73040374553072	0.129	0.021	0.133144307894705	"8"	"PADI4"
"HBS1L"	1.14917558550852e-05	2.38422810439668	0.118	0.028	0.144451371098421	"8"	"HBS1L"
"FBL"	1.21022372215248e-05	1.05080437067149	0.473	0.258	0.152125121874567	"8"	"FBL"
"BANP"	1.21664883729384e-05	2.78184513088059	0.032	0.023	0.152932758847836	"8"	"BANP"
"RP11-51J9.51"	1.27682287304266e-05	1.56428748297271	0.29	0.108	0.160496635141462	"8"	"RP11-51J9.5"
"NUCB21"	1.35500388766988e-05	1.44813986821688	0.29	0.107	0.170323988680103	"8"	"NUCB2"
"C17orf621"	2.04775708338643e-05	1.27914605833913	0.075	0.151	0.257403065381674	"8"	"C17orf62"
"APBA21"	2.06452652455694e-05	2.01909551094415	0.183	0.047	0.259510984136807	"8"	"APBA2"
"ZNF609"	2.40226728101865e-05	2.77594452944091	0.097	0.018	0.301964997224045	"8"	"ZNF609"
"PPA12"	2.44082924136765e-05	0.693401926803298	0.527	0.296	0.306812235639914	"8"	"PPA1"
"EIF4A2"	2.52390285234338e-05	0.617961380183093	0.828	0.606	0.317254588539563	"8"	"EIF4A2"
"SLC38A11"	2.8749697517161e-05	1.35063869470824	0.29	0.113	0.361383697790714	"8"	"SLC38A1"
"ORMDL31"	2.88682218350142e-05	1.61522994038995	0.258	0.098	0.362873548466128	"8"	"ORMDL3"
"ZMYND8"	3.2090753951962e-05	1.12386783286121	0.043	0.029	0.403380777176163	"8"	"ZMYND8"
"FECH"	3.29434616325639e-05	1.34626025419766	0.032	0.021	0.414099312721328	"8"	"FECH"
"ADIPOR2"	3.52988508962214e-05	3.83265892043523	0.032	0.02	0.443706555765503	"8"	"ADIPOR2"
"ZNF1011"	3.56243990343233e-05	1.82383921954522	0.194	0.055	0.447798695861444	"8"	"ZNF101"
"CPNE21"	3.64754263504216e-05	3.8728060686935	0.108	0.021	0.4584961092248	"8"	"CPNE2"
"SERTAD11"	3.68581090726475e-05	1.60638306461155	0.129	0.087	0.463306431043179	"8"	"SERTAD1"
"NPM31"	3.83947077124429e-05	1.58601383619555	0.194	0.057	0.482621475945408	"8"	"NPM3"
"RCAN32"	3.84015800424376e-05	1.54556906242107	0.247	0.1	0.48270786113344	"8"	"RCAN3"
"PRMT101"	3.87683449541914e-05	1.68230945732968	0.237	0.082	0.487318096074185	"8"	"PRMT10"
"CCNG1"	4.23706930517618e-05	1.01514523846391	0.344	0.153	0.532599611660646	"8"	"CCNG1"
"RHOH2"	4.38620057759933e-05	1.44769452324008	0.43	0.239	0.551345412604236	"8"	"RHOH"
"IFRD2"	4.65532162675349e-05	1.87969245427874	0.118	0.043	0.585173928482914	"8"	"IFRD2"
"RP11-139H15.11"	4.83977277120782e-05	2.40359342926361	0.097	0.09	0.608359437340823	"8"	"RP11-139H15.1"
"LPAR51"	5.01719593698332e-05	1.77594452944091	0.032	0.018	0.630661529278804	"8"	"LPAR5"
"CRTAM2"	5.08192325945675e-05	2.4133744500562	0.118	0.022	0.638797753713713	"8"	"CRTAM"
"IMPDH21"	5.47016989478448e-05	1.72304069265701	0.215	0.154	0.687600355774409	"8"	"IMPDH2"
"BLZF1"	5.50840929791924e-05	3.52558395364222	0.032	0.019	0.692407048748448	"8"	"BLZF1"
"RFWD3"	5.94606271659681e-05	1.80569187283496	0.032	0.018	0.74742008347622	"8"	"RFWD3"
"ST131"	6.52235751817523e-05	0.77447314222424	0.591	0.374	0.819860340034626	"8"	"ST13"
"TMEM229B"	6.8572033245656e-05	2.32026504566472	0.022	0.01	0.861950457897896	"8"	"TMEM229B"
"CAMK2G"	7.57412286454746e-05	3.02250326190811	0.108	0.054	0.952067244073615	"8"	"CAMK2G"
"NT5E1"	8.96304220168296e-05	3.16826195221967	0.086	0.01	1	"8"	"NT5E"
"PIM22"	9.22600775871662e-05	1.19098202871975	0.323	0.142	1	"8"	"PIM2"
"CD54"	9.30514805681223e-05	1.89880127722644	0.151	0.07	1	"8"	"CD5"
"SCGB3A11"	9.58286939890819e-05	2.0459549710101	0.161	0.048	1	"8"	"SCGB3A1"
"FMNL11"	0.00010005163125931	0.53536497443481	0.14	0.216	1	"8"	"FMNL1"
